cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;;;;;
São Paulo;Sé;São Paulo;Vila Prudente;;;;;
São Paulo;República;São Paulo;República;;;;;
Santos;Higienópolis;São Paulo;República;;;;;
São Paulo;Campo Limpo;São Paulo;Perdizes;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Tucuruvi;;;;;
São Paulo;Higienópolis;São Paulo;Santana;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Butantã;;;;;
São Paulo;Penha;São Paulo;Penha;;;;;
São Paulo;Santana;São Paulo;Tucuruvi;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Jabaquara;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;São Paulo;Santana;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Limão;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Consolação;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;São Paulo;Casa Verde;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;São Paulo;Limão;;;;;
São Paulo;Ipiranga;São Paulo;Consolação;;;;;
São Paulo;Consolação;São Paulo;Lapa;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Lapa;São Paulo;República;;;;;
Fernandes de Goi√°s;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Limão;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
Novaes de Goi√°s;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Bela Vista;São Paulo;Butantã;;;;;
São Paulo;Jabaquara;São Paulo;Jabaquara;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Casa Verde;;;;;
São Paulo;Bela Vista;São Paulo;Ipiranga;;;;;
São Paulo;Higienópolis;São Paulo;Tucuruvi;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
Nascimento;Penha;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Campo Limpo;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;São Paulo;Santo Amaro;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Tatuapé;;;;;
São Paulo;Higienópolis;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Tatuapé;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
Ribeirão Pires;Perdizes;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;República;São Paulo;Itaquera;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Lapa;;;;;
Diadema;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Consolação;São Paulo;Vila Prudente;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Tucuruvi;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Limão;;;;;
Diadema;Santana;São Paulo;Consolação;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Tucuruvi;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;República;São Paulo;República;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Itapevi;Santana;São Paulo;Tucuruvi;;;;;
São Paulo;República;São Paulo;Butantã;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Tucuruvi;São Paulo;Bela Vista;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Consolação;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Tatuapé;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Limão;São Paulo;Sé;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Casa Verde;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
Diadema;Limão;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Santana;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Bela Vista;São Paulo;Tucuruvi;;;;;
São Paulo;Higienópolis;São Paulo;Sé;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;São Paulo;Limão;;;;;
São Paulo;Butantã;São Paulo;Limão;;;;;
São Paulo;Butantã;São Paulo;Vila Prudente;;;;;
Barbosa Alegre;Perdizes;São Paulo;Sé;;;;;
São Paulo;Penha;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;São Paulo;Tatuapé;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;República;;;;;
São Paulo;Campo Limpo;São Paulo;Vila Prudente;;;;;
São Paulo;Vila Prudente;São Paulo;Tucuruvi;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;São Paulo;Santana;;;;;
Diadema;Perdizes;São Paulo;Limão;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;São Paulo;Tucuruvi;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Bela Vista;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Tucuruvi;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Penha;;;;;
São Paulo;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Ferreira do Norte;Casa Verde;São Paulo;Butantã;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
Ribeirão Pires;Lapa;São Paulo;Campo Limpo;;;;;
São Paulo;Jabaquara;São Paulo;Perdizes;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
Rezende do Galho;Consolação;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
Pereira;Limão;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Paulo;Penha;São Paulo;Consolação;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Vila Prudente;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Campo Limpo;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Santana;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
Barbosa;Penha;São Paulo;Penha;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
São Paulo;Perdizes;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Tucuruvi;;;;;
São Paulo;Bela Vista;São Paulo;Santana;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Limão;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
Santo André;Tucuruvi;São Paulo;Sé;;;;;
Lopes Verde;Butantã;São Paulo;Vila Prudente;;;;;
São Paulo;Santana;São Paulo;República;;;;;
Ribeirão Pires;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Penha;;;;;
Melo Paulista;Consolação;São Paulo;Bela Vista;;;;;
Santo André;Tucuruvi;São Paulo;Casa Verde;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
Diadema;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Consolação;;;;;
São Paulo;Penha;São Paulo;Vila Prudente;;;;;
São Paulo;Bela Vista;São Paulo;Vila Prudente;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
Rodrigues de Santos;República;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Casa Verde;;;;;
São Paulo;Casa Verde;São Paulo;República;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Jabaquara;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
Duarte do Oeste;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;São Paulo;Vila Prudente;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Correia;Limão;São Paulo;Ipiranga;;;;;
Santo André;República;São Paulo;Vila Prudente;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
Novaes;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Tucuruvi;;;;;
São Paulo;Higienópolis;São Paulo;Jabaquara;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;São Paulo;Itaquera;;;;;
São Paulo;Butantã;São Paulo;Penha;;;;;
Rocha;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Butantã;São Paulo;Campo Limpo;;;;;
Itapevi;Casa Verde;São Paulo;Lapa;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;São Paulo;Tucuruvi;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;Tucuruvi;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Bela Vista;São Paulo;Perdizes;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
Fernandes Alegre;Consolação;São Paulo;Tucuruvi;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Santana;;;;;
São Paulo;Santana;São Paulo;Limão;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;República;;;;;
São Paulo;Perdizes;São Paulo;Santana;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Itaquera;São Paulo;Tucuruvi;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Penha;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;República;;;;;
São Paulo;Sé;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Pinheiros;;;;;
São Paulo;Limão;São Paulo;Santana;;;;;
São Paulo;Vila Prudente;São Paulo;Santana;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
Diadema;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Casa Verde;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Tucuruvi;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Casa Verde;;;;;
São Paulo;Pinheiros;São Paulo;Tucuruvi;;;;;
Nunes;Consolação;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Bela Vista;;;;;
Ribeirão Pires;Perdizes;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Itaquera;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;República;São Paulo;Casa Verde;;;;;
São Paulo;Pinheiros;São Paulo;Limão;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
Diadema;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Santana;;;;;
Diadema;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Diadema;Vila Prudente;São Paulo;Sé;;;;;
São Paulo;Campo Limpo;São Paulo;Consolação;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Limão;São Paulo;Vila Prudente;;;;;
São Paulo;Santana;São Paulo;Pinheiros;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
Ribeirão Pires;Itaquera;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
Diadema;Jabaquara;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Santana;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;República;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
Diadema;Tatuapé;São Paulo;República;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Vila Prudente;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Itaquera;São Paulo;Tucuruvi;;;;;
São Paulo;Butantã;São Paulo;Tucuruvi;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;República;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Butantã;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Penha;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Pinheiros;;;;;
São Paulo;Limão;São Paulo;Ipiranga;;;;;
São Paulo;Limão;São Paulo;Limão;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;República;;;;;
São Paulo;Itaquera;São Paulo;Pinheiros;;;;;
Ribeirão Pires;Santana;São Paulo;Bela Vista;;;;;
Castro;Santana;São Paulo;Limão;;;;;
São Paulo;República;São Paulo;Limão;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;São Paulo;República;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Vila Prudente;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Jabaquara;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Penha;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Sé;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Tatuapé;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Perdizes;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Carvalho;Bela Vista;São Paulo;Tatuapé;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Limão;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Sé;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Tatuapé;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Limão;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
