data;nome_estabelecimento;bairro_estabelecimento;categoria_estabelecimento;tipo_cupom;valor_cupom;repasse_picmoney
28/07/2025;Drogaria São Paulo;Tatuapé;Farmácias e Drogarias;Cashback;820.9;41.05
20/07/2025;Churrascaria Boi Preto;Perdizes;Postos de Combustível e Serviços Automotivos;Cashback;783.55;39.18
23/07/2025;Renner;Casa Verde;Lojas de Roupas e Sneakers;Produto;382.69;17.24
30/07/2025;Magazine Luiza;Lapa;Clínicas Médicas e Laboratórios;Desconto;428.71;70.04
03/07/2025;Sesc Paulista;Tatuapé;Lojas de Roupas e Calçados;Cashback;686.02;34.3
16/07/2025;Renner;Sé;Igrejas e Lojas de Artigos Religiosos;Produto;392.03;6.22
25/07/2025;Ponto;Lapa;Lojas de Eletrônicos e Games;Cashback;358.32;17.92
15/07/2025;Forever 21;Bela Vista;Lojas de Eletrônicos e Games;Cashback;584.56;29.23
08/07/2025;Renner;Casa Verde;Lojas de Roupas e Sneakers;Produto;867.54;19.54
18/07/2025;Forever 21;Tucuruvi;Fisioterapia e Terapias Complementares;Produto;605.22;23.05
21/07/2025;Sesc Paulista;Itaquera;Lojas de Moda Urbana e Alternativa;Cashback;934.96;46.75
01/07/2025;Outback;Vila Prudente;Restaurantes e Gastronomia;Desconto;286.39;78.06
15/07/2025;Casas Bahia;Santo Amaro;Clínicas Médicas e Laboratórios;Cashback;444.29;22.21
03/07/2025;Selfit;Higienópolis;Produtos Naturais e Fitoterápicos;Produto;520.78;15.91
03/07/2025;Just Run;Jabaquara;Academias e Studios Fitness;Desconto;350.49;124.85
02/07/2025;Clube Pinheiros;Tatuapé;Bancos, Agências e Correspondentes;Produto;257.88;14.07
23/07/2025;Clube Pinheiros;Casa Verde;Supermercados de Bairro e Mercadinhos;Desconto;197.21;51.73
15/07/2025;Just Run;Pinheiros;Coworkings e Centros de Estudo/Conexão;Produto;661.96;25.05
23/07/2025;Forever 21;Casa Verde;Lojas de Roupas e Sneakers;Cashback;315.61;15.78
16/07/2025;Sesc Carmo;Butantã;Produtos Naturais e Fitoterápicos;Produto;300.48;16.51
12/07/2025;Pão de Açúcar;Consolação;Espaços Culturais e de Experiência Interativa;Cashback;922.81;46.14
02/07/2025;Pão de Açúcar;Santo Amaro;Supermercados e Mercados Express;Cashback;486.68;24.33
29/07/2025;Casas Bahia;Bela Vista;Supermercados de Bairro e Mercadinhos;Cashback;571.73;28.59
14/07/2025;Droga Raia;Consolação;Papelarias, Livrarias e Lojas de Escritório;Desconto;438.54;49.97
18/07/2025;Habib's;Consolação;Fisioterapia e Terapias Complementares;Cashback;431.57;21.58
07/07/2025;Pão de Açúcar;Ipiranga;Espaços Culturais e de Experiência Interativa;Desconto;198.06;92.26
26/07/2025;Fleury;Santo Amaro;Lojas de Eletrônicos e Games;Cashback;647.78;32.39
30/07/2025;Sesc Carmo;Limão;Clubes e Centros de Convivência;Produto;114.31;2.85
01/07/2025;Subway;Butantã;Lojas de Eletrônicos e Games;Desconto;808.11;352.08
04/07/2025;Drogasil;Casa Verde;Farmácias e Drogarias;Cashback;158.26;7.91
10/07/2025;Starbucks;Penha;Restaurantes com comida caseira;Cashback;600.82;30.04
13/07/2025;Drogaria São Paulo;Penha;Farmácias e Drogarias;Cashback;189.6;9.48
29/07/2025;Renner;República;Cinema e Streaming Experience Stores;Cashback;737.01;36.85
16/07/2025;Subway;Jabaquara;Bancos, Agências e Correspondentes;Produto;339.03;6.87
30/07/2025;Starbucks;Perdizes;Produtos Naturais e Fitoterápicos;Produto;228.73;2.35
08/07/2025;Just Run;Vila Prudente;Academias e Studios Fitness;Desconto;705.86;234.77
27/07/2025;Just Run;Itaquera;Bancos e Casas Lotéricas;Cashback;963.78;48.19
09/07/2025;Drogaria São Paulo;Jabaquara;Farmácias e Drogarias;Produto;920.63;54.33
15/07/2025;Extra;Santo Amaro;Supermercados e Mercados Express;Produto;740.33;27.61
23/07/2025;Churrascaria Boi Preto;Higienópolis;Lojas de Roupas e Calçados;Produto;818.62;8.91
09/07/2025;Sesc Carmo;Sé;Papelarias, Livrarias e Lojas de Escritório;Desconto;557.54;172.96
01/07/2025;Forever 21;Santo Amaro;Restaurantes com comida caseira;Produto;692.1;29.97
06/07/2025;Renner;Jabaquara;Supermercados de Bairro e Mercadinhos;Cashback;265.68;13.28
13/07/2025;Riachuelo;Consolação;Lojas de Roupas e Sneakers;Desconto;357.54;125.45
29/07/2025;Drogasil;Santana;Farmácias e Drogarias;Produto;463.56;5.29
14/07/2025;Droga Raia;Lapa;Produtos Naturais e Fitoterápicos;Cashback;276.72;13.84
13/07/2025;Riachuelo;Jabaquara;Lojas de Eletrônicos e Games;Produto;313.35;14.41
17/07/2025;Forever 21;Higienópolis;Papelarias, Livrarias e Lojas de Escritório;Cashback;897.82;44.89
20/07/2025;Café Cultura;Santana;Cafeterias e Bistrôs Modernos;Desconto;716.16;329.18
01/07/2025;Fleury;Pinheiros;Igrejas e Lojas de Artigos Religiosos;Cashback;416.03;20.8
14/07/2025;Smart Fit;Limão;Coworkings e Centros de Estudo/Conexão;Cashback;111.71;5.59
16/07/2025;McDonald's;Itaquera;Lojas de Eletrônicos e Games;Desconto;521.81;177.28
06/07/2025;Pão de Açúcar;Limão;Clínicas Médicas e Laboratórios;Desconto;405.38;149.35
28/07/2025;Renner;Tatuapé;Calçados Confortáveis e Ortopédicos;Desconto;917.61;127.94
16/07/2025;Clube Pinheiros;Perdizes;Fisioterapia e Terapias Complementares;Produto;599.39;32.93
16/07/2025;Smart Fit;Bela Vista;Academias e Studios Fitness;Produto;456.7;25.8
12/07/2025;Outback;Pinheiros;Restaurantes e Gastronomia;Desconto;293.99;44.24
28/07/2025;Ponto;Tatuapé;Lojas de Móveis e Decoração;Desconto;801.55;178.34
23/07/2025;Café Cultura;Vila Prudente;Papelarias, Livrarias e Lojas de Escritório;Desconto;589;121.01
13/07/2025;McDonald's;Penha;Produtos Naturais e Fitoterápicos;Cashback;184.69;9.23
07/07/2025;Just Run;Higienópolis;Igrejas e Lojas de Artigos Religiosos;Cashback;117.31;5.87
10/07/2025;Forever 21;Penha;Postos de Combustível e Serviços Automotivos;Produto;705.55;39.03
22/07/2025;Just Run;Higienópolis;Academias e Studios Fitness;Produto;538.68;23.65
24/07/2025;Subway;Lapa;Lanchonetes e Fast-Food;Cashback;779.17;38.96
05/07/2025;Magazine Luiza;Sé;Papelarias, Livrarias e Lojas de Escritório;Produto;983.61;11.38
24/07/2025;Sesc Paulista;Perdizes;Lojas de Eletrônicos e Games;Produto;481.54;23.12
15/07/2025;Selfit;Penha;Academias e Studios Fitness;Produto;380.6;14.79
27/07/2025;Selfit;Casa Verde;Postos de Combustível e Serviços Automotivos;Desconto;800.44;313.18
28/07/2025;Pão de Açúcar;Butantã;Lojas de Moda Urbana e Alternativa;Cashback;512.33;25.62
30/07/2025;Café Cultura;Ipiranga;Lojas de Eletrônicos e Games;Desconto;962.87;237
24/07/2025;Extra;Jabaquara;Supermercados e Mercados Express;Cashback;126.52;6.33
06/07/2025;Casas Bahia;Itaquera;Barbearias/Salões com estética jovem;Desconto;381.63;112.74
16/07/2025;Subway;Santana;Clínicas Médicas e Laboratórios;Desconto;359.33;170.85
27/07/2025;Renner;Itaquera;Espaços Culturais e de Experiência Interativa;Cashback;125.91;6.3
11/07/2025;Carrefour Express;Jabaquara;Lojas de Moda Urbana e Alternativa;Produto;581.18;13.44
24/07/2025;Just Run;Penha;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;673.17;33.66
27/07/2025;Lavoisier;Vila Prudente;Fisioterapia e Terapias Complementares;Produto;881.82;43.36
31/07/2025;Sesc Carmo;Bela Vista;Bancos e Casas Lotéricas;Cashback;726.65;36.33
22/07/2025;Forever 21;Campo Limpo;Papelarias, Livrarias e Lojas de Escritório;Cashback;725.94;36.3
13/07/2025;Octavio Café;República;Cafeterias e Bistrôs Modernos;Cashback;361.28;18.06
23/07/2025;Riachuelo;Tatuapé;Lojas de Roupas e Sneakers;Produto;647.87;28.57
08/07/2025;Sesc Paulista;Santo Amaro;Clubes e Centros de Convivência;Cashback;195.19;9.76
26/07/2025;Droga Raia;Bela Vista;Produtos Naturais e Fitoterápicos;Produto;887.51;47.15
20/07/2025;Carrefour Express;Pinheiros;Restaurantes com comida caseira;Produto;956.53;39.81
29/07/2025;Magazine Luiza;Higienópolis;Produtos Naturais e Fitoterápicos;Cashback;950.81;47.54
02/07/2025;Madero;Vila Prudente;Restaurantes e Gastronomia;Cashback;892.13;44.61
16/07/2025;Sesc Carmo;Lapa;Clubes e Centros de Convivência;Desconto;737.56;332.87
06/07/2025;Subway;Santo Amaro;Fisioterapia e Terapias Complementares;Desconto;482.75;68.86
13/07/2025;Drogasil;Tatuapé;Farmácias e Drogarias;Cashback;632.51;31.63
07/07/2025;Outback;Tucuruvi;Barbearias/Salões com estética jovem;Produto;464.22;12.55
10/07/2025;Drogasil;Higienópolis;Farmácias e Drogarias;Desconto;131.39;37.57
02/07/2025;Just Run;Perdizes;Lojas de Eletrônicos e Games;Cashback;638.74;31.94
22/07/2025;Outback;Bela Vista;Restaurantes e Gastronomia;Cashback;431.05;21.55
28/07/2025;Magazine Luiza;Casa Verde;Bancos, Agências e Correspondentes;Produto;359.62;3.65
01/07/2025;Churrascaria Boi Preto;Perdizes;Restaurantes e Gastronomia;Produto;248.64;12.82
25/07/2025;Carrefour Express;Tucuruvi;Lojas de Moda Urbana e Alternativa;Desconto;873;376.9
27/07/2025;Lavoisier;Consolação;Coworkings e Centros de Estudo/Conexão;Desconto;773.17;328.68
18/07/2025;Sesc Carmo;Penha;Postos de Combustível e Serviços Automotivos;Cashback;309.12;15.46
20/07/2025;Drogasil;Vila Prudente;Supermercados de Bairro e Mercadinhos;Produto;382.36;5.11
08/07/2025;Casas Bahia;Vila Prudente;Barbearias/Salões com estética jovem;Cashback;769.43;38.47
31/07/2025;Drogaria São Paulo;Consolação;Produtos Naturais e Fitoterápicos;Produto;907.94;23.25
10/07/2025;Drogasil;Bela Vista;Farmácias e Drogarias;Produto;639.63;28.74
13/07/2025;Outback;Ipiranga;Lojas de Móveis e Decoração;Produto;461.13;21.92
29/07/2025;Just Run;Vila Prudente;Academias e Studios Fitness;Cashback;633.09;31.65
04/07/2025;Octavio Café;Itaquera;Cafeterias e Bistrôs Modernos;Desconto;390.72;51.78
08/07/2025;Outback;Lapa;Lojas de Eletrônicos e Games;Cashback;399.99;20
14/07/2025;Drogasil;Casa Verde;Farmácias e Drogarias;Desconto;131.38;17.01
11/07/2025;Smart Fit;Santo Amaro;Bancos, Agências e Correspondentes;Produto;791.34;35.13
09/07/2025;Forever 21;Tatuapé;Lojas de Moda Urbana e Alternativa;Cashback;544.69;27.23
20/07/2025;Sabin;Tucuruvi;Clínicas de Saúde e Bem-estar;Desconto;404.5;68.85
30/07/2025;Burger King;Itaquera;Lojas de Moda Urbana e Alternativa;Desconto;839.77;238.32
27/07/2025;Açaí no Ponto;Lapa;Restaurantes com comida caseira;Cashback;485.25;24.26
20/07/2025;Madero;Higienópolis;Coworkings e Centros de Estudo/Conexão;Cashback;477.28;23.86
18/07/2025;Carrefour Express;Penha;Fisioterapia e Terapias Complementares;Cashback;792.64;39.63
01/07/2025;Habib's;Higienópolis;Lojas de Eletrônicos e Games;Desconto;249.86;36.85
29/07/2025;Smart Fit;Casa Verde;Postos de Combustível e Serviços Automotivos;Cashback;273.62;13.68
12/07/2025;Pão de Açúcar;Itaquera;Barbearias/Salões com estética jovem;Cashback;566.72;28.34
28/07/2025;Sabin;Tatuapé;Supermercados de Bairro e Mercadinhos;Produto;262.75;7.65
17/07/2025;Burger King;Ipiranga;Bancos e Casas Lotéricas;Desconto;754.59;316.69
25/07/2025;Outback;Pinheiros;Fisioterapia e Terapias Complementares;Produto;650.97;21.95
08/07/2025;Renner;Santo Amaro;Lojas de Roupas e Sneakers;Desconto;394.03;39.69
29/07/2025;Habib's;Jabaquara;Lanchonetes e Fast-Food;Produto;251.47;3.41
12/07/2025;Octavio Café;Limão;Cafeterias e Bistrôs Modernos;Produto;582.19;30.63
01/07/2025;Churrascaria Boi Preto;Tucuruvi;Restaurantes e Gastronomia;Desconto;996.72;150.29
12/07/2025;Sesc Carmo;Tatuapé;Clubes e Centros de Convivência;Produto;814.2;21.4
07/07/2025;Sesc Paulista;Tucuruvi;Espaços Culturais e de Experiência Interativa;Produto;724.81;15.81
12/07/2025;Starbucks;Ipiranga;Postos de Combustível e Serviços Automotivos;Desconto;374.98;120.99
22/07/2025;Fleury;Pinheiros;Clínicas de Saúde e Bem-estar;Produto;704.32;25.63
12/07/2025;Madero;Lapa;Restaurantes e Gastronomia;Cashback;536.58;26.83
30/07/2025;Churrascaria Boi Preto;Casa Verde;Bancos e Casas Lotéricas;Cashback;997.48;49.87
30/07/2025;Drogaria São Paulo;Ipiranga;Farmácias e Drogarias;Desconto;482.34;158.53
14/07/2025;Octavio Café;Higienópolis;Lojas de Eletrônicos e Games;Desconto;930.43;299.3
16/07/2025;Pão de Açúcar;República;Postos de Combustível e Serviços Automotivos;Produto;313.56;9.59
04/07/2025;Forever 21;Santana;Calçados Confortáveis e Ortopédicos;Produto;623.47;12.8
02/07/2025;Churrascaria Boi Preto;Campo Limpo;Espaços Culturais e de Experiência Interativa;Desconto;187.29;41.02
09/07/2025;Churrascaria Boi Preto;Tatuapé;Restaurantes e Gastronomia;Cashback;927.92;46.4
29/07/2025;Clube Pinheiros;Vila Prudente;Clubes e Centros de Convivência;Produto;921.66;23.42
10/07/2025;Lavoisier;Butantã;Clínicas de Saúde e Bem-estar;Cashback;148.11;7.41
25/07/2025;Burger King;Butantã;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;471.93;23.6
12/07/2025;Renner;Penha;Bancos, Agências e Correspondentes;Cashback;597.81;29.89
31/07/2025;Sabin;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;487.12;5.83
10/07/2025;Drogaria São Paulo;Sé;Farmácias e Drogarias;Desconto;907.2;315.25
02/07/2025;Ráscal;Campo Limpo;Lojas de Eletrônicos e Games;Cashback;812.88;40.64
02/07/2025;Octavio Café;Itaquera;Espaços Culturais e de Experiência Interativa;Desconto;606.03;124.61
16/07/2025;Magazine Luiza;Limão;Igrejas e Lojas de Artigos Religiosos;Cashback;366.39;18.32
07/07/2025;Riachuelo;Perdizes;Barbearias/Salões com estética jovem;Produto;900.4;34.47
25/07/2025;Drogasil;Ipiranga;Lojas de Roupas e Calçados;Desconto;449.44;168.66
29/07/2025;Outback;Bela Vista;Lojas de Roupas e Calçados;Cashback;221.06;11.05
29/07/2025;Burger King;Jabaquara;Lojas de Roupas e Calçados;Cashback;962.53;48.13
17/07/2025;Outback;Pinheiros;Clínicas Médicas e Laboratórios;Cashback;885.91;44.3
19/07/2025;Subway;Penha;Lojas de Moda Urbana e Alternativa;Produto;910.51;19.2
14/07/2025;Sesc Paulista;Itaquera;Supermercados de Bairro e Mercadinhos;Desconto;200.7;29.42
03/07/2025;Drogasil;Higienópolis;Papelarias, Livrarias e Lojas de Escritório;Cashback;564.08;28.2
09/07/2025;Pão de Açúcar;Consolação;Supermercados e Mercados Express;Produto;834.73;39.48
17/07/2025;Subway;Perdizes;Produtos Naturais e Fitoterápicos;Cashback;132.01;6.6
13/07/2025;Drogasil;Penha;Espaços Culturais e de Experiência Interativa;Produto;636.64;16.31
17/07/2025;Lavoisier;Santana;Clínicas de Saúde e Bem-estar;Cashback;232.64;11.63
02/07/2025;Clube Pinheiros;Limão;Clubes e Centros de Convivência;Desconto;458.18;87.02
30/07/2025;Selfit;Tucuruvi;Clínicas Médicas e Laboratórios;Produto;673.21;21.12
22/07/2025;Açaí no Ponto;Pinheiros;Postos de Combustível e Serviços Automotivos;Desconto;605.37;217.19
21/07/2025;Selfit;Sé;Fisioterapia e Terapias Complementares;Produto;637.53;25.61
18/07/2025;Burger King;Penha;Calçados Confortáveis e Ortopédicos;Produto;694.54;9.07
18/07/2025;Lavoisier;Higienópolis;Clínicas de Saúde e Bem-estar;Produto;590.02;34.3
20/07/2025;Subway;Consolação;Restaurantes com comida caseira;Produto;147.41;8.5
02/07/2025;Sabin;Higienópolis;Espaços Culturais e de Experiência Interativa;Produto;762.17;45.33
18/07/2025;Droga Raia;Sé;Papelarias, Livrarias e Lojas de Escritório;Cashback;220.92;11.05
06/07/2025;Sesc Paulista;República;Clubes e Centros de Convivência;Cashback;329.74;16.49
18/07/2025;Outback;Lapa;Supermercados de Bairro e Mercadinhos;Produto;343.82;20.53
28/07/2025;Riachuelo;Perdizes;Bancos, Agências e Correspondentes;Cashback;509.32;25.47
10/07/2025;Droga Raia;Butantã;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;283.24;13.81
04/07/2025;Casas Bahia;Itaquera;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;551.94;205.76
28/07/2025;Sesc Paulista;Casa Verde;Lojas de Móveis e Decoração;Desconto;987.94;386.31
10/07/2025;Subway;Limão;Papelarias, Livrarias e Lojas de Escritório;Produto;310.16;15.72
18/07/2025;Açaí no Ponto;Casa Verde;Lojas de Móveis e Decoração;Cashback;305.01;15.25
09/07/2025;Fleury;Pinheiros;Clínicas de Saúde e Bem-estar;Cashback;666.4;33.32
26/07/2025;Sabin;Lapa;Coworkings e Centros de Estudo/Conexão;Desconto;555.73;158.27
21/07/2025;Drogaria São Paulo;República;Farmácias e Drogarias;Cashback;903.28;45.16
18/07/2025;Pão de Açúcar;Sé;Calçados Confortáveis e Ortopédicos;Cashback;238.35;11.92
05/07/2025;Ráscal;Tatuapé;Espaços Culturais e de Experiência Interativa;Cashback;988.81;49.44
23/07/2025;Outback;Consolação;Igrejas e Lojas de Artigos Religiosos;Cashback;865.74;43.29
05/07/2025;Drogasil;Higienópolis;Lojas de Roupas e Calçados;Desconto;370.04;135.74
29/07/2025;Droga Raia;Lapa;Bancos e Casas Lotéricas;Produto;302.03;17.22
26/07/2025;Churrascaria Boi Preto;Casa Verde;Lojas de Eletrônicos e Games;Cashback;832.96;41.65
14/07/2025;Outback;Vila Prudente;Fisioterapia e Terapias Complementares;Produto;587.65;11.28
17/07/2025;Subway;Casa Verde;Lanchonetes e Fast-Food;Produto;561.85;13.22
09/07/2025;Extra;Itaquera;Igrejas e Lojas de Artigos Religiosos;Produto;400.91;21.42
02/07/2025;Octavio Café;Perdizes;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;956.11;272.88
06/07/2025;Madero;República;Restaurantes e Gastronomia;Desconto;924.91;431.92
11/07/2025;Smart Fit;Vila Prudente;Lojas de Eletrônicos e Games;Desconto;855.06;258.82
13/07/2025;Forever 21;Higienópolis;Supermercados de Bairro e Mercadinhos;Desconto;593.53;122.18
05/07/2025;Drogaria São Paulo;Campo Limpo;Farmácias e Drogarias;Produto;557.17;23.39
11/07/2025;Açaí no Ponto;Lapa;Clínicas Médicas e Laboratórios;Produto;488.85;7.88
27/07/2025;Drogaria São Paulo;Higienópolis;Coworkings e Centros de Estudo/Conexão;Produto;640.44;16.16
18/07/2025;Café Cultura;Sé;Lojas de Roupas e Calçados;Produto;660.32;19.79
08/07/2025;Pão de Açúcar;Ipiranga;Supermercados e Mercados Express;Desconto;136.7;25.81
02/07/2025;Sesc Carmo;República;Bancos e Casas Lotéricas;Produto;559.47;12.26
21/07/2025;Pão de Açúcar;Limão;Cinema e Streaming Experience Stores;Produto;653.93;10.39
13/07/2025;Forever 21;Bela Vista;Lojas de Roupas e Sneakers;Cashback;105.6;5.28
13/07/2025;Sabin;Casa Verde;Postos de Combustível e Serviços Automotivos;Desconto;377.2;176.48
18/07/2025;Casas Bahia;Butantã;Calçados Confortáveis e Ortopédicos;Cashback;620.96;31.05
16/07/2025;Casas Bahia;Santo Amaro;Lojas de Móveis e Decoração;Cashback;161.4;8.07
10/07/2025;Extra;Jabaquara;Calçados Confortáveis e Ortopédicos;Cashback;215.1;10.76
07/07/2025;Drogasil;Tatuapé;Papelarias, Livrarias e Lojas de Escritório;Cashback;625.98;31.3
13/07/2025;Extra;Vila Prudente;Supermercados e Mercados Express;Cashback;481.48;24.07
10/07/2025;Smart Fit;Perdizes;Calçados Confortáveis e Ortopédicos;Desconto;215.1;72.86
04/07/2025;Smart Fit;Santo Amaro;Academias e Studios Fitness;Cashback;571.75;28.59
23/07/2025;Pão de Açúcar;Jabaquara;Supermercados e Mercados Express;Cashback;737.65;36.88
03/07/2025;Starbucks;Sé;Calçados Confortáveis e Ortopédicos;Cashback;141.07;7.05
20/07/2025;Casas Bahia;Casa Verde;Barbearias/Salões com estética jovem;Cashback;468.78;23.44
05/07/2025;Pão de Açúcar;Higienópolis;Coworkings e Centros de Estudo/Conexão;Produto;513.3;10.04
16/07/2025;Madero;Jabaquara;Restaurantes e Gastronomia;Desconto;753.08;172.78
20/07/2025;Sabin;Ipiranga;Clínicas de Saúde e Bem-estar;Produto;123.16;1.4
01/07/2025;Drogasil;Santo Amaro;Farmácias e Drogarias;Cashback;409.95;20.5
18/07/2025;Ráscal;Itaquera;Papelarias, Livrarias e Lojas de Escritório;Produto;333.78;17.3
01/07/2025;Fleury;Jabaquara;Espaços Culturais e de Experiência Interativa;Produto;569.94;26.47
08/07/2025;Smart Fit;Tucuruvi;Lojas de Móveis e Decoração;Cashback;299.23;14.96
21/07/2025;Pão de Açúcar;República;Supermercados e Mercados Express;Produto;823.93;11.28
07/07/2025;Drogaria São Paulo;Higienópolis;Farmácias e Drogarias;Desconto;836.89;388.52
05/07/2025;Starbucks;Ipiranga;Cafeterias e Bistrôs Modernos;Cashback;236.21;11.81
30/07/2025;Subway;Butantã;Produtos Naturais e Fitoterápicos;Desconto;484.86;206.83
29/07/2025;Just Run;Bela Vista;Academias e Studios Fitness;Cashback;172.91;8.65
27/07/2025;Outback;República;Restaurantes e Gastronomia;Produto;763.91;30.57
24/07/2025;Sesc Paulista;Tucuruvi;Bancos e Casas Lotéricas;Produto;345.25;12.39
13/07/2025;Smart Fit;Higienópolis;Academias e Studios Fitness;Produto;824.7;41.1
20/07/2025;Café Cultura;Tatuapé;Cafeterias e Bistrôs Modernos;Desconto;953.47;458.7
31/07/2025;Ponto;Ipiranga;Espaços Culturais e de Experiência Interativa;Produto;422.02;15.59
18/07/2025;Clube Pinheiros;Vila Prudente;Bancos e Casas Lotéricas;Produto;904.46;19.78
29/07/2025;Fleury;Lapa;Papelarias, Livrarias e Lojas de Escritório;Produto;517.46;19.1
20/07/2025;Octavio Café;Itaquera;Espaços Culturais e de Experiência Interativa;Desconto;224.07;63.17
03/07/2025;Burger King;República;Barbearias/Salões com estética jovem;Produto;501.98;24.36
18/07/2025;Starbucks;Limão;Espaços Culturais e de Experiência Interativa;Desconto;935.37;461.75
18/07/2025;Renner;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;227.1;11.36
12/07/2025;Açaí no Ponto;Perdizes;Lojas de Eletrônicos e Games;Produto;417.69;8.81
08/07/2025;Sesc Paulista;Consolação;Produtos Naturais e Fitoterápicos;Cashback;641.29;32.06
26/07/2025;Outback;Casa Verde;Restaurantes com comida caseira;Desconto;450.83;160.69
14/07/2025;Drogaria São Paulo;Butantã;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;403.67;168.34
28/07/2025;Ráscal;Lapa;Restaurantes e Gastronomia;Desconto;909.95;233
14/07/2025;Riachuelo;Limão;Restaurantes com comida caseira;Cashback;455.96;22.8
10/07/2025;Just Run;Casa Verde;Barbearias/Salões com estética jovem;Desconto;214.49;93.04
11/07/2025;Drogaria São Paulo;Campo Limpo;Farmácias e Drogarias;Desconto;826.12;314.43
29/07/2025;Habib's;Sé;Lanchonetes e Fast-Food;Cashback;786.91;39.35
08/07/2025;Ponto;Perdizes;Igrejas e Lojas de Artigos Religiosos;Desconto;828.85;239.95
11/07/2025;Drogasil;Higienópolis;Farmácias e Drogarias;Produto;608.7;29.07
12/07/2025;Sesc Carmo;Bela Vista;Restaurantes com comida caseira;Desconto;810.58;165.39
03/07/2025;Fleury;Butantã;Postos de Combustível e Serviços Automotivos;Produto;610.16;19.05
24/07/2025;Ponto;Vila Prudente;Lojas de Moda Urbana e Alternativa;Desconto;550.4;72.34
17/07/2025;Madero;Casa Verde;Coworkings e Centros de Estudo/Conexão;Desconto;649.95;81.15
13/07/2025;Fleury;Casa Verde;Lojas de Eletrônicos e Games;Cashback;270.09;13.5
28/07/2025;Lavoisier;Lapa;Coworkings e Centros de Estudo/Conexão;Cashback;277.8;13.89
05/07/2025;Just Run;Lapa;Supermercados de Bairro e Mercadinhos;Desconto;597.73;190.34
07/07/2025;Extra;Consolação;Bancos e Casas Lotéricas;Produto;210.95;12.63
06/07/2025;Drogasil;Bela Vista;Farmácias e Drogarias;Cashback;398.46;19.92
05/07/2025;Açaí no Ponto;Higienópolis;Lanchonetes e Fast-Food;Desconto;822.84;388.01
08/07/2025;Drogaria São Paulo;Lapa;Lojas de Roupas e Calçados;Produto;814.13;32.23
11/07/2025;Smart Fit;Lapa;Academias e Studios Fitness;Produto;760.51;36.1
19/07/2025;Octavio Café;Jabaquara;Clínicas Médicas e Laboratórios;Produto;732.63;29.77
25/07/2025;Outback;Pinheiros;Supermercados de Bairro e Mercadinhos;Desconto;958.25;289.94
09/07/2025;Fleury;Penha;Bancos e Casas Lotéricas;Cashback;567.93;28.4
11/07/2025;Droga Raia;Santana;Farmácias e Drogarias;Desconto;782.26;231.22
10/07/2025;Sesc Carmo;Itaquera;Bancos e Casas Lotéricas;Cashback;478.04;23.9
11/07/2025;Droga Raia;Tucuruvi;Farmácias e Drogarias;Produto;593.09;26.99
21/07/2025;Ráscal;Pinheiros;Supermercados de Bairro e Mercadinhos;Desconto;308.09;146.32
06/07/2025;Starbucks;Consolação;Cafeterias e Bistrôs Modernos;Cashback;444.8;22.24
23/07/2025;Burger King;Higienópolis;Restaurantes com comida caseira;Desconto;756.28;103.55
28/07/2025;Fleury;Vila Prudente;Clínicas de Saúde e Bem-estar;Produto;420.22;13.53
30/07/2025;Churrascaria Boi Preto;Tatuapé;Cinema e Streaming Experience Stores;Desconto;356.61;133.39
10/07/2025;Carrefour Express;Santo Amaro;Supermercados e Mercados Express;Cashback;431.54;21.58
19/07/2025;Drogasil;Perdizes;Farmácias e Drogarias;Cashback;229.02;11.45
10/07/2025;Riachuelo;Sé;Cinema e Streaming Experience Stores;Desconto;850.49;396.38
14/07/2025;Sesc Carmo;Perdizes;Cinema e Streaming Experience Stores;Produto;724.02;31.54
27/07/2025;Smart Fit;Sé;Produtos Naturais e Fitoterápicos;Desconto;141.08;20.71
28/07/2025;Sesc Carmo;Consolação;Coworkings e Centros de Estudo/Conexão;Produto;274.3;14.54
19/07/2025;Sesc Carmo;Bela Vista;Igrejas e Lojas de Artigos Religiosos;Cashback;553.14;27.66
10/07/2025;Lavoisier;Sé;Clínicas de Saúde e Bem-estar;Produto;691.97;39.75
14/07/2025;Renner;Consolação;Postos de Combustível e Serviços Automotivos;Produto;103.88;2.12
31/07/2025;Clube Pinheiros;Limão;Lojas de Roupas e Calçados;Cashback;822.28;41.11
12/07/2025;Drogasil;Higienópolis;Farmácias e Drogarias;Produto;211.89;6.04
12/07/2025;Pão de Açúcar;Consolação;Produtos Naturais e Fitoterápicos;Produto;834.13;36.36
11/07/2025;Clube Pinheiros;Sé;Produtos Naturais e Fitoterápicos;Produto;195.68;2.82
28/07/2025;Carrefour Express;Higienópolis;Supermercados e Mercados Express;Desconto;792.51;197.38
07/07/2025;Forever 21;Vila Prudente;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;305.73;15.29
19/07/2025;Sesc Paulista;Higienópolis;Lojas de Eletrônicos e Games;Produto;224.53;5.37
