horario;local;modelo_celular;ultimo_valor_capturado;idade;sexo
07:30:00;Metrô Trianon-Masp;Samsung Galaxy A52;142.98;70;Feminino
08:00:00;Ponto de ônibus Augusta;Motorola G60;220.1;29;Feminino
15:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;263.22;46;Masculino
12:15:00;Ponto de ônibus Augusta;Motorola G60;452.1;36;Masculino
12:45:00;Ponto de ônibus Augusta;Samsung S21;308.01;70;Masculino
07:45:00;MASP;Xiaomi Redmi Note 11;482.52;60;Masculino
12:30:00;Metrô Trianon-Masp;iPhone 12;236.95;27;Outro
08:15:00;Metrô Consolação;Xiaomi Redmi Note 11;425.56;68;Feminino
08:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;109.16;67;Masculino
11:00:00;Esquina Av. Consolação;iPhone SE;75.13;55;Feminino
17:15:00;Shopping Cidade São Paulo;Samsung S21;79.51;56;Masculino
14:30:00;Shopping Cidade São Paulo;Realme C35;138.91;30;Outro
09:45:00;Shopping Cidade São Paulo;iPhone 14 Pro;244.42;52;Feminino
07:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;111.22;53;Feminino
19:45:00;Metrô Trianon-Masp;Realme C35;45.04;24;Masculino
17:45:00;MASP;Samsung Galaxy A52;389.82;38;Outro
08:15:00;MASP;Samsung S21;240.28;62;Outro
18:45:00;Ponto de ônibus Pamplona;Realme C35;35.67;42;Outro
07:30:00;Metrô Consolação;Xiaomi Redmi Note 11;252.98;47;Masculino
12:00:00;Metrô Consolação;iPhone 11;304.51;60;Outro
18:30:00;Metrô Brigadeiro;Realme C35;168.2;62;Outro
17:30:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;178.9;29;Outro
06:00:00;Esquina Rua da Paz;iPhone 14 Pro;217.62;38;Masculino
15:45:00;Esquina Rua da Paz;iPhone 12;318.1;48;Outro
17:45:00;Metrô Brigadeiro;Motorola G60;387.83;52;Outro
16:30:00;Ponto de ônibus Augusta;Samsung S21;260.8;62;Masculino
20:45:00;Ponto de ônibus Augusta;Motorola G60;159.2;64;Outro
06:00:00;Ponto de ônibus Pamplona;iPhone 12;282.38;62;Outro
21:15:00;Shopping Cidade São Paulo;Motorola G60;440.8;67;Feminino
08:45:00;Ponto de ônibus Augusta;iPhone 14 Pro;41.14;49;Feminino
08:45:00;Ponto de ônibus Pamplona;iPhone 12;349.41;47;Masculino
10:30:00;Metrô Consolação;Motorola G60;478.96;20;Masculino
07:00:00;MASP;Motorola G60;426.26;57;Feminino
13:30:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;217.06;47;Masculino
16:00:00;Ponto de ônibus Augusta;Motorola G60;76.57;58;Masculino
20:15:00;Shopping Cidade São Paulo;Samsung Galaxy A52;127.91;18;Feminino
08:30:00;Metrô Brigadeiro;iPhone 12;334.91;59;Feminino
17:30:00;Metrô Consolação;Xiaomi Redmi Note 11;458.36;69;Masculino
11:30:00;Shopping Pátio Paulista;iPhone SE;323.42;50;Feminino
17:00:00;Shopping Cidade São Paulo;Motorola G60;431.49;22;Masculino
11:00:00;Metrô Brigadeiro;Motorola G60;498.86;42;Feminino
08:30:00;MASP;Realme C35;425.23;66;Feminino
19:45:00;Ponto de ônibus Pamplona;Samsung S21;216.47;18;Masculino
21:45:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;437.99;38;Masculino
13:15:00;Metrô Trianon-Masp;Samsung S21;50.87;28;Feminino
07:15:00;Esquina Av. Consolação;Realme C35;158.87;37;Masculino
16:15:00;Ponto de ônibus Augusta;Realme C35;276.4;41;Outro
13:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;269.23;18;Outro
17:45:00;Ponto de ônibus Augusta;Motorola G60;99.31;38;Outro
17:30:00;Esquina Av. Consolação;Motorola G60;398.39;45;Feminino
18:30:00;Shopping Cidade São Paulo;Motorola G60;218.84;52;Feminino
16:00:00;Shopping Pátio Paulista;Motorola G60;160.16;20;Outro
13:15:00;Shopping Pátio Paulista;iPhone 13;441.62;33;Feminino
06:15:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;219.53;65;Feminino
18:00:00;Ponto de ônibus Augusta;iPhone 13;455.91;55;Masculino
17:00:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;137.52;16;Feminino
20:00:00;Ponto de ônibus Augusta;iPhone 14 Pro;220.86;54;Masculino
13:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;188.95;22;Outro
12:45:00;MASP;iPhone 11;442.69;31;Masculino
08:45:00;Esquina Rua da Paz;Samsung S21;313.62;22;Feminino
06:45:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;156.04;33;Feminino
08:45:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;432.66;67;Feminino
08:00:00;Ponto de ônibus Augusta;iPhone 11;194.79;38;Feminino
17:30:00;Metrô Consolação;Samsung S21;71.11;57;Feminino
09:15:00;Ponto de ônibus Augusta;iPhone 13;35.25;20;Outro
08:15:00;Esquina Rua da Paz;Motorola G60;404.07;30;Masculino
08:15:00;Shopping Cidade São Paulo;iPhone 11;24.13;30;Feminino
17:15:00;Metrô Consolação;iPhone SE;63.82;37;Masculino
17:15:00;Metrô Trianon-Masp;Samsung S21;26.05;16;Outro
06:15:00;Metrô Trianon-Masp;Realme C35;82.9;67;Masculino
17:30:00;Metrô Trianon-Masp;Motorola G60;391.76;51;Feminino
07:00:00;Esquina Av. Consolação;Motorola G60;157.84;50;Masculino
18:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;63.34;40;Outro
10:45:00;Metrô Consolação;Samsung Galaxy A52;157.33;40;Masculino
13:30:00;Shopping Pátio Paulista;Motorola G60;305.35;48;Feminino
12:00:00;Metrô Brigadeiro;Samsung Galaxy A52;74.91;59;Outro
13:30:00;Metrô Brigadeiro;iPhone 14 Pro;31.31;28;Masculino
08:45:00;Esquina Av. Consolação;iPhone 11;211.65;40;Feminino
17:00:00;MASP;Xiaomi Redmi Note 11;221.29;37;Masculino
16:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;55.38;40;Outro
06:15:00;Ponto de ônibus Augusta;Realme C35;103.04;25;Outro
09:30:00;Esquina Rua da Paz;Motorola G60;65.86;52;Masculino
15:00:00;Shopping Pátio Paulista;Motorola G60;114.03;42;Masculino
18:45:00;Shopping Cidade São Paulo;Samsung S21;472.67;37;Masculino
17:45:00;Ponto de ônibus Augusta;iPhone 11;107.18;36;Masculino
12:00:00;Metrô Consolação;Xiaomi Redmi Note 11;258.53;52;Masculino
11:15:00;MASP;Realme C35;375.08;55;Feminino
13:00:00;Ponto de ônibus Augusta;Samsung S21;144.76;44;Feminino
17:45:00;Ponto de ônibus Augusta;Realme C35;361.31;18;Masculino
18:45:00;MASP;Samsung S21;93.63;58;Feminino
17:00:00;Metrô Brigadeiro;Samsung S21;53.07;54;Masculino
08:30:00;Ponto de ônibus Augusta;Samsung S21;308.21;20;Masculino
12:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;435.59;67;Masculino
08:45:00;Ponto de ônibus Pamplona;Motorola G60;475.1;60;Feminino
18:30:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;466.19;40;Feminino
08:45:00;Metrô Consolação;iPhone SE;261.11;45;Outro
11:00:00;Ponto de ônibus Augusta;Samsung Galaxy A52;425.1;50;Feminino
08:30:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;178.55;22;Feminino
07:15:00;Metrô Trianon-Masp;iPhone 13;166.71;43;Outro
17:45:00;Shopping Cidade São Paulo;Motorola G60;196.01;38;Outro
19:30:00;Metrô Brigadeiro;Motorola G60;88.68;45;Outro
18:15:00;Esquina Rua da Paz;iPhone SE;90.39;19;Masculino
17:15:00;Metrô Trianon-Masp;Realme C35;258.87;48;Feminino
10:15:00;Esquina Rua da Paz;iPhone 14 Pro;428.74;16;Feminino
16:15:00;Shopping Pátio Paulista;Samsung S21;393.97;63;Outro
14:15:00;Ponto de ônibus Pamplona;Motorola G60;428.38;46;Masculino
20:00:00;Ponto de ônibus Augusta;iPhone 13;117.35;70;Feminino
06:30:00;MASP;Xiaomi Redmi Note 11;314.99;57;Feminino
14:45:00;MASP;Samsung Galaxy A52;58.58;40;Outro
18:45:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;492.84;19;Feminino
17:15:00;Metrô Consolação;Samsung Galaxy A52;408.04;23;Feminino
18:45:00;Esquina Av. Consolação;Realme C35;150.28;64;Outro
17:15:00;MASP;Realme C35;278.43;43;Masculino
18:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;245.28;33;Masculino
18:30:00;Ponto de ônibus Pamplona;Samsung S21;301.73;60;Feminino
17:00:00;Ponto de ônibus Augusta;iPhone 14 Pro;365.97;17;Masculino
12:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;343.59;34;Masculino
08:30:00;Shopping Pátio Paulista;Samsung S21;346.74;19;Masculino
21:00:00;Ponto de ônibus Pamplona;Motorola G60;150.37;16;Feminino
17:45:00;Ponto de ônibus Augusta;iPhone 11;14.31;24;Masculino
07:30:00;Shopping Pátio Paulista;Realme C35;414.25;45;Masculino
13:30:00;Metrô Brigadeiro;iPhone SE;177.13;63;Outro
12:00:00;MASP;Samsung S21;367.09;41;Outro
08:00:00;Shopping Pátio Paulista;Samsung Galaxy A52;228.5;34;Feminino
11:15:00;Esquina Av. Consolação;Samsung S21;284.24;20;Feminino
08:30:00;Shopping Pátio Paulista;Realme C35;436.32;53;Outro
07:30:00;Ponto de ônibus Pamplona;iPhone 14 Pro;167.91;62;Outro
08:45:00;Esquina Rua da Paz;Samsung Galaxy A52;422.96;49;Masculino
09:00:00;Esquina Av. Consolação;iPhone 13;309.49;25;Masculino
09:45:00;MASP;iPhone SE;374.28;67;Feminino
09:45:00;Esquina Rua da Paz;iPhone SE;415.43;61;Outro
07:45:00;Ponto de ônibus Augusta;Samsung S21;30.21;49;Feminino
18:15:00;Esquina Rua da Paz;Samsung S21;418.83;49;Masculino
20:30:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;478.36;55;Outro
13:00:00;Ponto de ônibus Augusta;Samsung S21;296.9;36;Feminino
07:00:00;Esquina Rua da Paz;Motorola G60;86.55;66;Feminino
06:00:00;Metrô Consolação;iPhone 12;299.34;68;Feminino
14:15:00;Metrô Trianon-Masp;iPhone 14 Pro;397.7;48;Masculino
10:00:00;Ponto de ônibus Augusta;Motorola G60;54.8;67;Masculino
07:45:00;Metrô Consolação;iPhone 11;104.43;41;Outro
11:00:00;Metrô Brigadeiro;iPhone SE;169.44;46;Masculino
07:15:00;Shopping Cidade São Paulo;iPhone 13;23.44;65;Outro
09:15:00;Metrô Trianon-Masp;Samsung Galaxy A52;365.16;69;Feminino
07:15:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;305.45;39;Feminino
17:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;281.87;40;Masculino
07:00:00;Shopping Pátio Paulista;Motorola G60;437.75;30;Outro
18:00:00;Ponto de ônibus Augusta;iPhone 11;246.45;28;Outro
10:45:00;Metrô Consolação;iPhone 12;372.41;52;Feminino
07:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;402.2;64;Masculino
13:45:00;MASP;Samsung Galaxy A52;115.06;19;Outro
18:45:00;Shopping Pátio Paulista;Realme C35;213.71;70;Outro
08:45:00;Esquina Rua da Paz;Samsung Galaxy A52;59.79;33;Feminino
18:00:00;Ponto de ônibus Augusta;Realme C35;20.61;62;Feminino
18:00:00;MASP;iPhone 11;206.29;54;Outro
06:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;431.06;41;Feminino
18:30:00;MASP;Realme C35;472.92;42;Outro
17:30:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;143.6;48;Feminino
08:30:00;Esquina Rua da Paz;Samsung Galaxy A52;152.34;47;Outro
13:15:00;Metrô Brigadeiro;Realme C35;307.02;60;Outro
11:30:00;Esquina Av. Consolação;Samsung Galaxy A52;410.25;30;Feminino
15:15:00;Ponto de ônibus Augusta;iPhone 13;45.77;65;Feminino
07:30:00;Shopping Cidade São Paulo;iPhone 12;265.78;59;Masculino
13:00:00;Esquina Rua da Paz;Samsung S21;438.96;28;Masculino
17:00:00;Esquina Rua da Paz;iPhone 14 Pro;133.45;20;Feminino
07:45:00;Esquina Rua da Paz;Samsung Galaxy A52;323.12;58;Masculino
09:00:00;Shopping Pátio Paulista;iPhone 13;270.18;55;Outro
13:00:00;Shopping Pátio Paulista;Realme C35;452.04;16;Outro
11:45:00;Shopping Pátio Paulista;Motorola G60;360.69;16;Feminino
19:15:00;Metrô Brigadeiro;Realme C35;144.32;28;Outro
06:45:00;Metrô Brigadeiro;iPhone SE;332.96;24;Feminino
20:00:00;Metrô Brigadeiro;Realme C35;461.51;68;Outro
17:15:00;Metrô Brigadeiro;iPhone 12;373.16;36;Outro
06:30:00;Ponto de ônibus Augusta;iPhone 11;251.2;55;Feminino
13:45:00;Metrô Trianon-Masp;Samsung S21;67.27;40;Feminino
08:45:00;Shopping Pátio Paulista;iPhone 11;74.36;40;Outro
07:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;17.41;16;Outro
21:30:00;Ponto de ônibus Augusta;iPhone SE;212.81;69;Feminino
17:30:00;Shopping Cidade São Paulo;Realme C35;223.91;20;Outro
07:15:00;Ponto de ônibus Augusta;Samsung Galaxy A52;141.28;41;Feminino
07:30:00;MASP;Realme C35;140.6;32;Masculino
08:15:00;Esquina Av. Consolação;Realme C35;110.18;53;Outro
13:00:00;Shopping Pátio Paulista;Motorola G60;128.2;46;Outro
08:30:00;Ponto de ônibus Augusta;iPhone SE;252.67;28;Feminino
16:00:00;Ponto de ônibus Augusta;Realme C35;146.31;39;Outro
19:15:00;Ponto de ônibus Pamplona;Realme C35;41.42;68;Masculino
13:15:00;Metrô Consolação;Samsung S21;10.05;36;Masculino
15:30:00;MASP;Samsung S21;264.86;39;Feminino
19:45:00;Metrô Consolação;Realme C35;216.36;49;Feminino
08:45:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;349.09;36;Outro
08:15:00;Metrô Trianon-Masp;Realme C35;456.35;34;Masculino
18:15:00;MASP;Samsung Galaxy A52;113.64;46;Masculino
21:15:00;Metrô Trianon-Masp;Samsung Galaxy A52;471.96;54;Outro
18:30:00;Shopping Pátio Paulista;Samsung S21;44.53;66;Masculino
07:15:00;Shopping Cidade São Paulo;Realme C35;376.66;29;Feminino
08:45:00;Metrô Brigadeiro;Samsung Galaxy A52;236.72;38;Feminino
20:15:00;Ponto de ônibus Pamplona;iPhone SE;402.5;64;Outro
12:15:00;Ponto de ônibus Augusta;iPhone 11;472.5;20;Feminino
15:30:00;Esquina Av. Consolação;Realme C35;273.68;28;Outro
08:45:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;111.98;51;Masculino
10:15:00;MASP;Xiaomi Redmi Note 11;348.23;57;Feminino
13:15:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;149.59;32;Outro
09:30:00;Esquina Rua da Paz;Motorola G60;422.48;48;Masculino
08:45:00;MASP;iPhone 14 Pro;90.83;29;Masculino
08:30:00;Metrô Consolação;iPhone 11;177.38;32;Feminino
07:00:00;Ponto de ônibus Pamplona;Samsung S21;150.22;62;Masculino
17:30:00;Metrô Consolação;Samsung Galaxy A52;349.46;70;Outro
19:00:00;Metrô Consolação;iPhone 13;217.74;17;Masculino
09:00:00;MASP;Realme C35;159.07;28;Feminino
17:30:00;Esquina Av. Consolação;iPhone 13;301.34;50;Outro
16:30:00;Shopping Cidade São Paulo;Realme C35;410.78;43;Outro
20:00:00;Esquina Rua da Paz;iPhone 11;264.6;62;Outro
18:30:00;Metrô Brigadeiro;Motorola G60;294.08;44;Outro
08:00:00;Ponto de ônibus Augusta;Motorola G60;163.03;47;Outro
18:00:00;Shopping Pátio Paulista;iPhone 12;498.27;39;Masculino
12:00:00;Shopping Cidade São Paulo;iPhone 14 Pro;271.26;22;Feminino
07:15:00;Metrô Consolação;Samsung S21;191.67;17;Outro
14:00:00;Shopping Cidade São Paulo;iPhone 14 Pro;37.53;29;Feminino
08:00:00;Metrô Trianon-Masp;iPhone SE;121.52;22;Feminino
18:15:00;MASP;Xiaomi Redmi Note 11;30.22;37;Feminino
15:15:00;Ponto de ônibus Pamplona;Realme C35;234.76;22;Masculino
13:30:00;Esquina Av. Consolação;iPhone 11;410.87;29;Outro
08:15:00;Ponto de ônibus Augusta;Realme C35;375.68;60;Feminino
17:00:00;Shopping Pátio Paulista;iPhone 14 Pro;78.9;62;Masculino
19:30:00;Esquina Rua da Paz;Samsung S21;54.06;43;Masculino
18:00:00;Shopping Pátio Paulista;iPhone 12;250.94;54;Outro
16:15:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;400.59;66;Feminino
18:45:00;Metrô Trianon-Masp;iPhone 14 Pro;252.15;43;Masculino
07:00:00;Esquina Av. Consolação;Samsung Galaxy A52;469.56;16;Feminino
13:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;440.85;35;Feminino
15:00:00;Shopping Pátio Paulista;Samsung Galaxy A52;55.88;20;Feminino
13:30:00;MASP;Realme C35;41.96;65;Feminino
18:00:00;Metrô Trianon-Masp;Motorola G60;291.28;26;Outro
09:30:00;MASP;Realme C35;459.13;62;Outro
20:00:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;350.82;55;Outro
11:15:00;Esquina Av. Consolação;Realme C35;79.99;26;Feminino
10:30:00;Ponto de ônibus Augusta;Motorola G60;99.96;45;Feminino
09:45:00;Shopping Pátio Paulista;Motorola G60;251.74;26;Outro
20:00:00;MASP;Samsung Galaxy A52;320;59;Feminino
12:00:00;Shopping Cidade São Paulo;Samsung Galaxy A52;193.23;61;Outro
17:30:00;Metrô Consolação;iPhone 11;165.21;23;Feminino
08:15:00;Metrô Trianon-Masp;Motorola G60;178.54;53;Feminino
08:45:00;Metrô Consolação;Samsung Galaxy A52;167.59;61;Feminino
07:30:00;Metrô Trianon-Masp;Samsung S21;159.57;66;Feminino
08:00:00;Ponto de ônibus Pamplona;Realme C35;268.92;52;Masculino
21:00:00;Shopping Pátio Paulista;iPhone 11;243.73;50;Outro
17:30:00;Metrô Consolação;iPhone 13;162.72;46;Masculino
13:15:00;Shopping Pátio Paulista;Realme C35;367.12;39;Outro
18:15:00;Ponto de ônibus Pamplona;Motorola G60;389.94;18;Masculino
16:45:00;MASP;iPhone SE;252.99;31;Masculino
17:15:00;MASP;Xiaomi Redmi Note 11;167.91;55;Outro
08:30:00;Shopping Cidade São Paulo;iPhone 11;52.85;23;Masculino
16:15:00;Ponto de ônibus Augusta;iPhone 12;194.14;66;Masculino
17:15:00;Ponto de ônibus Augusta;Motorola G60;463.75;54;Outro
15:00:00;Metrô Consolação;Samsung S21;184.17;69;Outro
17:30:00;Shopping Cidade São Paulo;Samsung Galaxy A52;160.42;57;Masculino
18:15:00;Ponto de ônibus Augusta;Samsung Galaxy A52;405.44;22;Outro
18:45:00;Metrô Consolação;iPhone 13;443.85;54;Feminino
17:45:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;490.4;68;Masculino
12:30:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;283.13;68;Feminino
08:15:00;MASP;Samsung S21;198.12;50;Masculino
19:00:00;Ponto de ônibus Pamplona;Samsung S21;236.64;47;Feminino
15:00:00;MASP;iPhone SE;280.18;54;Masculino
21:45:00;Shopping Pátio Paulista;iPhone 12;326.44;16;Masculino
18:00:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;385.32;25;Outro
13:15:00;Shopping Cidade São Paulo;Motorola G60;258.09;68;Masculino
07:00:00;Shopping Cidade São Paulo;Realme C35;494.95;34;Feminino
08:30:00;Metrô Brigadeiro;Realme C35;245.84;41;Masculino
08:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;149.32;24;Masculino
11:00:00;Esquina Rua da Paz;Realme C35;210.64;37;Masculino
18:15:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;28.76;49;Feminino
21:15:00;Metrô Consolação;Motorola G60;313.12;33;Outro
08:30:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;494.29;17;Masculino
17:45:00;MASP;Xiaomi Redmi Note 11;193.4;51;Outro
08:15:00;Ponto de ônibus Augusta;iPhone 13;84.01;47;Feminino
17:30:00;Metrô Brigadeiro;iPhone 14 Pro;297.37;42;Masculino
20:15:00;Shopping Pátio Paulista;iPhone 14 Pro;301.29;35;Feminino
17:00:00;Esquina Rua da Paz;iPhone 13;57.72;59;Masculino
21:45:00;Metrô Brigadeiro;Realme C35;380.13;40;Masculino
12:15:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;397.34;68;Masculino
13:15:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;262.76;45;Feminino
17:00:00;Metrô Brigadeiro;Motorola G60;216.9;36;Feminino
09:30:00;Esquina Rua da Paz;Samsung S21;462.99;54;Outro
20:15:00;Esquina Rua da Paz;Motorola G60;138.56;25;Feminino
14:45:00;Shopping Pátio Paulista;iPhone 14 Pro;342.33;22;Masculino
20:00:00;Metrô Brigadeiro;Realme C35;260.74;70;Outro
17:15:00;Shopping Pátio Paulista;Samsung S21;288.66;53;Outro
06:15:00;Ponto de ônibus Pamplona;iPhone SE;58.97;58;Feminino
11:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;481.46;47;Outro
21:15:00;MASP;Motorola G60;475.49;37;Outro
12:00:00;Esquina Rua da Paz;iPhone 11;402.82;48;Outro
13:15:00;Shopping Cidade São Paulo;Motorola G60;28.01;53;Masculino
06:15:00;Ponto de ônibus Augusta;iPhone 11;416.97;43;Feminino
10:30:00;Metrô Consolação;iPhone 14 Pro;394.73;58;Masculino
17:15:00;Ponto de ônibus Pamplona;Motorola G60;453.76;30;Masculino
22:00:00;Ponto de ônibus Pamplona;iPhone 12;409.72;44;Feminino
12:30:00;Esquina Av. Consolação;iPhone 11;434.78;38;Outro
18:45:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;440.75;32;Outro
12:45:00;Ponto de ônibus Augusta;Motorola G60;355.29;52;Outro
12:45:00;Shopping Cidade São Paulo;Motorola G60;457.85;33;Masculino
12:00:00;MASP;Samsung S21;239.69;16;Outro
17:00:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;100.15;49;Masculino
19:30:00;Shopping Pátio Paulista;iPhone 13;152.25;33;Masculino
13:30:00;MASP;Samsung Galaxy A52;399.82;50;Masculino
11:15:00;Esquina Rua da Paz;Samsung Galaxy A52;246.65;70;Masculino
11:00:00;MASP;Xiaomi Redmi Note 11;328.03;68;Masculino
12:30:00;Esquina Rua da Paz;Samsung S21;432.55;65;Outro
07:45:00;Esquina Av. Consolação;Realme C35;452.59;19;Feminino
17:30:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;65.81;22;Outro
17:15:00;Ponto de ônibus Pamplona;Motorola G60;419.21;54;Feminino
15:15:00;Shopping Cidade São Paulo;iPhone 13;408.31;54;Feminino
10:30:00;Ponto de ônibus Augusta;Motorola G60;371.36;49;Outro
06:45:00;Esquina Rua da Paz;iPhone 13;314.75;57;Masculino
08:00:00;Metrô Consolação;Motorola G60;218.16;37;Outro
07:00:00;Ponto de ônibus Augusta;Realme C35;81.67;28;Feminino
12:30:00;Ponto de ônibus Pamplona;Motorola G60;393.18;46;Outro
18:30:00;Ponto de ônibus Pamplona;Motorola G60;132.39;19;Feminino
12:00:00;MASP;Samsung S21;264.35;46;Outro
07:15:00;Esquina Av. Consolação;Samsung S21;378.67;52;Feminino
17:30:00;Ponto de ônibus Pamplona;Motorola G60;327.03;17;Masculino
07:00:00;Ponto de ônibus Pamplona;iPhone 12;382.57;66;Outro
18:30:00;Metrô Consolação;Xiaomi Redmi Note 11;124.05;33;Outro
12:00:00;Shopping Cidade São Paulo;Motorola G60;202.53;42;Outro
09:00:00;MASP;Realme C35;236.61;28;Outro
09:30:00;Metrô Trianon-Masp;iPhone 12;417.7;34;Masculino
13:30:00;Metrô Consolação;iPhone SE;460.93;56;Outro
12:30:00;Esquina Av. Consolação;Samsung Galaxy A52;19.6;44;Feminino
08:30:00;Esquina Rua da Paz;iPhone 13;22.64;17;Feminino
16:30:00;Shopping Pátio Paulista;iPhone 12;472.38;50;Outro
17:00:00;Esquina Rua da Paz;Motorola G60;304.38;27;Masculino
06:45:00;Shopping Pátio Paulista;Motorola G60;23.22;59;Masculino
18:15:00;Esquina Rua da Paz;Realme C35;237.49;24;Masculino
10:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;430.47;68;Outro
13:15:00;Ponto de ônibus Pamplona;iPhone 11;340.92;19;Masculino
12:30:00;Shopping Cidade São Paulo;Samsung S21;364.51;23;Outro
12:30:00;Ponto de ônibus Pamplona;Realme C35;183.55;58;Masculino
08:15:00;Metrô Trianon-Masp;iPhone 13;229.78;30;Masculino
17:30:00;Esquina Av. Consolação;iPhone 11;402.32;62;Feminino
07:30:00;Metrô Trianon-Masp;iPhone 11;320.11;40;Outro
13:30:00;Shopping Cidade São Paulo;iPhone 12;133.6;22;Outro
07:45:00;MASP;iPhone 11;316.65;48;Outro
18:45:00;Metrô Brigadeiro;Samsung S21;322.56;28;Masculino
17:30:00;Ponto de ônibus Augusta;Motorola G60;218.01;69;Outro
08:15:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;22.3;53;Masculino
17:00:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;396.37;20;Outro
13:45:00;Ponto de ônibus Pamplona;Samsung S21;26.95;38;Outro
13:30:00;Esquina Rua da Paz;iPhone SE;41.6;42;Outro
12:30:00;Esquina Av. Consolação;iPhone 12;427.6;50;Masculino
18:15:00;Ponto de ônibus Pamplona;Motorola G60;200.48;62;Outro
21:45:00;Ponto de ônibus Augusta;iPhone SE;20.04;26;Outro
13:30:00;Ponto de ônibus Augusta;Samsung S21;188.03;23;Masculino
09:45:00;Metrô Consolação;iPhone 11;389.86;49;Outro
07:45:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;416.38;58;Masculino
17:15:00;Metrô Trianon-Masp;Samsung S21;53.84;41;Feminino
10:45:00;MASP;Xiaomi Redmi Note 11;10.71;42;Masculino
07:00:00;Esquina Rua da Paz;Samsung S21;155.77;65;Outro
18:15:00;Metrô Trianon-Masp;iPhone 12;149.25;62;Masculino
21:15:00;Shopping Pátio Paulista;Realme C35;52.51;70;Outro
08:00:00;Esquina Av. Consolação;Realme C35;248.91;38;Masculino
07:30:00;MASP;iPhone 13;254.2;20;Masculino
22:00:00;Shopping Cidade São Paulo;iPhone 14 Pro;347.74;55;Outro
08:30:00;Shopping Pátio Paulista;iPhone SE;263.14;39;Feminino
08:30:00;Ponto de ônibus Pamplona;iPhone 14 Pro;367.49;27;Masculino
07:00:00;Esquina Rua da Paz;Realme C35;85.87;65;Feminino
13:15:00;MASP;Samsung Galaxy A52;154.13;68;Feminino
17:15:00;Ponto de ônibus Pamplona;Realme C35;227.99;40;Masculino
18:45:00;Shopping Cidade São Paulo;Samsung Galaxy A52;71.12;44;Masculino
20:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;168.52;26;Masculino
13:15:00;Shopping Pátio Paulista;iPhone SE;345.19;54;Masculino
07:30:00;Esquina Rua da Paz;iPhone 11;204.42;17;Feminino
07:00:00;Esquina Rua da Paz;Realme C35;266.74;34;Feminino
17:45:00;MASP;Motorola G60;259.1;48;Outro
09:00:00;Ponto de ônibus Augusta;Samsung S21;372.78;20;Outro
09:00:00;MASP;Samsung S21;301.69;42;Outro
17:30:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;253.75;41;Outro
